Row #,Taxon Order,Category,Common Name,Scientific Name,Count,Location,S/P,Date,LocID,SubID,Exotic,Countable
1063,21054,species,Brown Shrike,Lanius cristatus,3,7NG Sky Land,KH-8,23 Feb 2024,L29446433,S162609112,,1
1064,20728,species,Blyth's Paradise-Flycatcher,Terpsiphone affinis,1,7NG Sky Land,KH-8,23 Feb 2024,L29446433,S162609112,,1
1065,20687,species,Black-naped Monarch,Hypothymis azurea,1,7NG Sky Land,KH-8,23 Feb 2024,L29446433,S162609112,,1
1066,20434,species,Black Drongo,Dicrurus macrocercus,1,7NG Sky Land,KH-8,23 Feb 2024,L29446433,S162609112,,1
1067,20274,species,Malaysian Pied-Fantail,Rhipidura javanica,3,7NG Sky Land,KH-8,23 Feb 2024,L29446433,S162609112,,1
1068,10307,species,Pied Kingfisher,Ceryle rudis,2,7NG Sky Land,KH-8,23 Feb 2024,L29446433,S162609112,,1
1069,10184,species,Collared Kingfisher,Todiramphus chloris,1,7NG Sky Land,KH-8,23 Feb 2024,L29446433,S162609112,,1
1070,9826,species,Blue-tailed Bee-eater,Merops philippinus,8,7NG Sky Land,KH-8,23 Feb 2024,L29446433,S162609112,,1
1071,8381,species,Gray-headed Fish-Eagle,Icthyophaga ichthyaetus,1,7NG Sky Land,KH-8,23 Feb 2024,L29446433,S162609112,,1
1072,8164,species,Shikra,Tachyspiza badia,1,7NG Sky Land,KH-8,23 Feb 2024,L29446433,S162609112,,1
1073,7846,species,Black-winged Kite,Elanus caeruleus,1,7NG Sky Land,KH-8,23 Feb 2024,L29446433,S162609112,,1
1074,7766,species,Purple Heron,Ardea purpurea,1,7NG Sky Land,KH-8,23 Feb 2024,L29446433,S162609112,,1
1075,7745,species,Gray Heron,Ardea cinerea,3,7NG Sky Land,KH-8,23 Feb 2024,L29446433,S162609112,,1
1076,7737,species,Medium Egret,Ardea intermedia,15,7NG Sky Land,KH-8,23 Feb 2024,L29446433,S162609112,,1
1077,7719,species,Javan Pond-Heron,Ardeola speciosa,1,7NG Sky Land,KH-8,23 Feb 2024,L29446433,S162609112,,1
1078,7717,species,Chinese Pond-Heron,Ardeola bacchus,1,7NG Sky Land,KH-8,23 Feb 2024,L29446433,S162609112,,1
1079,7650,species,Little Egret,Egretta garzetta,15,7NG Sky Land,KH-8,23 Feb 2024,L29446433,S162609112,,1
1080,7586,species,Yellow Bittern,Botaurus sinensis,4,7NG Sky Land,KH-8,23 Feb 2024,L29446433,S162609112,,1
1081,7386,species,Little Cormorant,Microcarbo niger,8,7NG Sky Land,KH-8,23 Feb 2024,L29446433,S162609112,,1
1082,6827,species,Little Grebe,Tachybaptus ruficollis,2,7NG Sky Land,KH-8,23 Feb 2024,L29446433,S162609112,,1
1083,6720,species,Whiskered Tern,Chlidonias hybrida,10,7NG Sky Land,KH-8,23 Feb 2024,L29446433,S162609112,,1
1084,6353,species,Oriental Pratincole,Glareola maldivarum,40,7NG Sky Land,KH-8,23 Feb 2024,L29446433,S162609112,,1
1085,6152,species,Common Greenshank,Tringa nebularia,1,7NG Sky Land,KH-8,23 Feb 2024,L29446433,S162609112,,1
1086,5987,species,Pheasant-tailed Jacana,Hydrophasianus chirurgus,2,7NG Sky Land,KH-8,23 Feb 2024,L29446433,S162609112,,1
1087,5883,species,Red-wattled Lapwing,Vanellus indicus,1,7NG Sky Land,KH-8,23 Feb 2024,L29446433,S162609112,,1
1088,5848,species,Little Ringed Plover,Thinornis dubius,4,7NG Sky Land,KH-8,23 Feb 2024,L29446433,S162609112,,1
1089,5763,species,Black-winged Stilt,Himantopus himantopus,8,7NG Sky Land,KH-8,23 Feb 2024,L29446433,S162609112,,1
1090,5549,species,Watercock,Gallicrex cinerea,1,7NG Sky Land,KH-8,23 Feb 2024,L29446433,S162609112,,1
1091,5545,species,White-browed Crake,Poliolimnas cinereus,2,7NG Sky Land,KH-8,23 Feb 2024,L29446433,S162609112,,1
1092,4144,species,House Swift,Apus nipalensis,1,7NG Sky Land,KH-8,23 Feb 2024,L29446433,S162609112,,1
1093,3365,species,Plaintive Cuckoo,Cacomantis merulinus,1,7NG Sky Land,KH-8,23 Feb 2024,L29446433,S162609112,,1
1094,3140,species,Lesser Coucal,Centropus bengalensis,1,7NG Sky Land,KH-8,23 Feb 2024,L29446433,S162609112,,1
1095,3121,species,Greater Coucal,Centropus sinensis,3,7NG Sky Land,KH-8,23 Feb 2024,L29446433,S162609112,,1
1096,2064,species,Spotted Dove,Spilopelia chinensis,1,7NG Sky Land,KH-8,23 Feb 2024,L29446433,S162609112,,1
1097,449,species,Cotton Pygmy-Goose,Nettapus coromandelianus,2,7NG Sky Land,KH-8,23 Feb 2024,L29446433,S162609112,,1
1098,28333,species,Hermit Thrush,Catharus guttatus,1,Golden Gate Park--Arboretum (San Francisco Botanical Garden),US-CA,21 Jan 2024,L1085740,S159485224,,1
1099,28249,species,Varied Thrush,Ixoreus naevius,2,Golden Gate Park--Arboretum (San Francisco Botanical Garden),US-CA,21 Jan 2024,L1085740,S159485224,,1
1100,754,species,Hooded Merganser,Lophodytes cucullatus,1,Golden Gate Park--Arboretum (San Francisco Botanical Garden),US-CA,21 Jan 2024,L1085740,S159485224,,1
1101,6876,species,Eared Grebe,Podiceps nigricollis,1,"Ano Nuevo SP--Visitors Center, Elephant Seals and trails",US-CA,15 Jan 2024,L109471,S159034403,,1
1102,6596,species,Glaucous-winged Gull,Larus glaucescens,1,"Ano Nuevo SP--Visitors Center, Elephant Seals and trails",US-CA,15 Jan 2024,L109471,S159034403,,1
1103,6231,species,Western Sandpiper,Calidris mauri,60,Elkhorn Slough--Estrada & North marsh and/or Kirby Park,US-CA,15 Jan 2024,L802931,S159034169,,1
1104,5811,species,Black-bellied Plover,Pluvialis squatarola,2,Elkhorn Slough--Estrada & North marsh and/or Kirby Park,US-CA,15 Jan 2024,L802931,S159034169,,1
1105,694,species,Greater Scaup,Aythya marila,9,Elkhorn Slough--Strawberry Road pond only,US-CA,15 Jan 2024,L1152129,S158983158,,1
1106,487,species,Cinnamon Teal,Spatula cyanoptera,2,Elkhorn Slough--Strawberry Road pond only,US-CA,15 Jan 2024,L1152129,S158983158,,1
1107,34206,species,Townsend's Warbler,Setophaga townsendi,1,Asilomar Conference Grounds [limited to grounds; use Asilomar SB hotspots for shore],US-CA,14 Jan 2024,L457444,S158906322,,1
1108,31883,species,American Pipit,Anthus rubescens,1,Asilomar Conference Grounds [limited to grounds; use Asilomar SB hotspots for shore],US-CA,14 Jan 2024,L457444,S158906322,,1
1109,27362,species,Bewick's Wren,Thryomanes bewickii,1,Asilomar Conference Grounds [limited to grounds; use Asilomar SB hotspots for shore],US-CA,14 Jan 2024,L457444,S158906322,,1
1110,26924,species,Pygmy Nuthatch,Sitta pygmaea,4,Asilomar Conference Grounds [limited to grounds; use Asilomar SB hotspots for shore],US-CA,14 Jan 2024,L457444,S158906322,,1
1111,26844,species,Ruby-crowned Kinglet,Corthylio calendula,2,Asilomar Conference Grounds [limited to grounds; use Asilomar SB hotspots for shore],US-CA,14 Jan 2024,L457444,S158906322,,1
1112,19204,species,Hutton's Vireo,Vireo huttoni,1,Asilomar Conference Grounds [limited to grounds; use Asilomar SB hotspots for shore],US-CA,14 Jan 2024,L457444,S158906322,,1
1113,28054,species,California Thrasher,Toxostoma redivivum,1,Sunset SB,US-CA,14 Jan 2024,L454234,S158876444,,1
1114,7808,species,California Condor,Gymnogyps californianus,4,Pinnacles NP--Condor Gulch Trail,US-CA,13 Jan 2024,L1053553,S158834967,,1
1115,4158,species,White-throated Swift,Aeronautes saxatalis,6,Pinnacles NP--Condor Gulch Trail,US-CA,13 Jan 2024,L1053553,S158834967,,1
1117,743,species,Common Goldeneye,Bucephala clangula,1,Sawyer Camp Trail--south,US-CA,07 Jan 2024,L390766,S158407755,,1
1118,33310,species,Lincoln's Sparrow,Melospiza lincolnii,1,Staten Island,US-CA,31 Dec 2023,L468580,S157663613,,1
1119,6192,species,Dunlin,Calidris alpina,30,Staten Island,US-CA,31 Dec 2023,L468580,S157663613,,1
1120,5827,species,Killdeer,Charadrius vociferus,5,Staten Island,US-CA,31 Dec 2023,L468580,S157663613,,1
1121,5697,species,Sandhill Crane,Antigone canadensis,300,Staten Island,US-CA,31 Dec 2023,L468580,S157663613,,1
1122,29888,species,Cedar Waxwing,Bombycilla cedrorum,,"Freeman, SD",US-SD,23 Dec 2023,L28371286,S157027621,,1
1123,26889,species,White-breasted Nuthatch,Sitta carolinensis,,"Freeman, SD",US-SD,21 Dec 2023,L28371286,S156809028,,1
1124,11199,species,Red-bellied Woodpecker,Melanerpes carolinus,,"Freeman, SD",US-SD,21 Dec 2023,L28371286,S156809225,,1
1125,5780,species,American Avocet,Recurvirostra americana,300,Charleston Slough/Coast Casey Forebay,US-CA,10 Dec 2023,L730351,S156114658,,1
1126,5770,species,Black-necked Stilt,Himantopus mexicanus,50,Charleston Slough/Coast Casey Forebay,US-CA,10 Dec 2023,L730351,S156114658,,1
1127,778,species,Ruddy Duck,Oxyura jamaicensis,6,Charleston Slough/Coast Casey Forebay,US-CA,10 Dec 2023,L730351,S156114658,,1
1128,666,species,Canvasback,Aythya valisineria,25,Charleston Slough/Coast Casey Forebay,US-CA,10 Dec 2023,L730351,S156114658,,1
1129,612,species,Green-winged Teal,Anas crecca,200,Charleston Slough/Coast Casey Forebay,US-CA,10 Dec 2023,L730351,S156114658,,1
1130,331,species,Cackling Goose,Branta hutchinsii,,Colusa NWR,US-CA,26 Nov 2023,L28098499,S155287469,,1
1131,21091,species,Loggerhead Shrike,Lanius ludovicianus,,Lower Klamath NWR,US-OR,25 Nov 2023,L28085433,S155218177,,1
1132,1477,species,Ring-necked Pheasant,Phasianus colchicus,,Tule Lake NWR,US-CA,25 Nov 2023,L28085444,S155218225,N,1
1133,8910,species,Great Horned Owl,Bubo virginianus,1,Lava Beds NM--West Overlook Tule Lake,US-CA,24 Nov 2023,L10168448,S155139794,,1
1134,27329,species,Marsh Wren,Cistothorus palustris,1,Horr Rd.,US-CA,24 Nov 2023,L4544954,S155139604,,1
1135,8528,species,Rough-legged Hawk,Buteo lagopus,1,Horr Rd.,US-CA,24 Nov 2023,L4544954,S155139604,,1
1136,384,species,Tundra Swan,Cygnus columbianus,1,Horr Rd.,US-CA,24 Nov 2023,L4544954,S155139604,,1
1137,33565,species,Western Meadowlark,Sturnella neglecta,1,Sacramento NWR (use more specific hotspots when possible),US-CA,23 Nov 2023,L168785,S155070677,,1
1138,742,species,Bufflehead,Bucephala albeola,100,Sacramento NWR (use more specific hotspots when possible),US-CA,23 Nov 2023,L168785,S155070677,,1
1139,673,species,Ring-necked Duck,Aythya collaris,2,Sacramento NWR (use more specific hotspots when possible),US-CA,23 Nov 2023,L168785,S155070677,,1
1140,594,species,Northern Pintail,Anas acuta,1000,Sacramento NWR (use more specific hotspots when possible),US-CA,23 Nov 2023,L168785,S155070677,,1
1141,517,species,American Wigeon,Mareca americana,500,Sacramento NWR (use more specific hotspots when possible),US-CA,23 Nov 2023,L168785,S155070677,,1
1142,501,species,Northern Shoveler,Spatula clypeata,1000,Sacramento NWR (use more specific hotspots when possible),US-CA,23 Nov 2023,L168785,S155070677,,1
1143,287,species,Greater White-fronted Goose,Anser albifrons,1000,Sacramento NWR (use more specific hotspots when possible),US-CA,23 Nov 2023,L168785,S155070677,,1
1144,272,species,Ross's Goose,Anser rossii,100,Sacramento NWR (use more specific hotspots when possible),US-CA,23 Nov 2023,L168785,S155070677,,1
1145,267,species,Snow Goose,Anser caerulescens,2000,Sacramento NWR (use more specific hotspots when possible),US-CA,23 Nov 2023,L168785,S155070677,,1
1146,27150,species,Rock Wren,Salpinctes obsoletus,,"Devils Slide, Pacifica",US-CA,12 Nov 2023,L27944129,S154450603,,1
1147,33833,species,Brown-headed Cowbird,Molothrus ater,,Pacifica,US-CA,12 Nov 2023,L27923515,S154327894,,1
1148,34159,species,Yellow-rumped Warbler,Setophaga coronata,,"Oyster Point, CA",US-CA,26 Oct 2023,L25043813,S153113880,,1
1149,7791,species,American White Pelican,Pelecanus erythrorhynchos,15,Campbell Cove and Hole in the Head - ONLY,US-CA,22 Oct 2023,L596958,S152928312,,1
1150,7843,species,White-tailed Kite,Elanus leucurus,2,Gualala Point Regional Park,US-CA,22 Oct 2023,L27658680,S152928225,,1
1151,6539,species,American Herring Gull,Larus smithsonianus,50,Gualala Point Regional Park,US-CA,22 Oct 2023,L27658680,S152928225,,1
1152,6521,species,Ring-billed Gull,Larus delawarensis,50,Gualala Point Regional Park,US-CA,22 Oct 2023,L27658680,S152928225,,1
1153,33196,species,Golden-crowned Sparrow,Zonotrichia atricapilla,1,"Doran Regional Park, Bodega Bay US-CA",US-CA,21 Oct 2023,L27644374,S152852128,,1
1154,10306,species,Belted Kingfisher,Megaceryle alcyon,1,"Doran Regional Park, Bodega Bay US-CA",US-CA,21 Oct 2023,L27644374,S152852128,,1
1155,7729,species,Great Egret,Ardea alba,2,"Doran Regional Park, Bodega Bay US-CA",US-CA,21 Oct 2023,L27644374,S152852128,,1
1156,6226,species,Least Sandpiper,Calidris minutilla,25,"Doran Regional Park, Bodega Bay US-CA",US-CA,21 Oct 2023,L27644374,S152852128,,1
1157,6051,species,Marbled Godwit,Limosa fedoa,50,"Doran Regional Park, Bodega Bay US-CA",US-CA,21 Oct 2023,L27644374,S152852128,,1
1158,22077,species,Mountain Chickadee,Poecile gambeli,4,McGee Creek (Eastern Sierras),US-OR,08 Oct 2023,L27480216,S151990513,,1
1159,21484,species,Clark's Nutcracker,Nucifraga columbiana,1,McGee Creek (Eastern Sierras),US-OR,08 Oct 2023,L27480216,S151990513,,1
1161,6931,species,Pacific Loon,Gavia pacifica,,Drake’s Beach (Pt Reyes),US-CA,30 Sep 2023,L27322056,S151128321,,1
1162,7389,species,Brandt's Cormorant,Urile penicillatus,,Drake’s Beach (Pt Reyes),US-CA,30 Sep 2023,L27322056,S151128173,,1
1163,6512,species,Heermann's Gull,Larus heermanni,,Drake’s Beach (Pt Reyes),US-CA,30 Sep 2023,L27322056,S151127924,,1
1164,6927,species,Red-throated Loon,Gavia stellata,,Drake’s Beach (Pt Reyes),US-CA,30 Sep 2023,L27322056,S151127148,,1
1165,33679,species,Orchard Oriole,Icterus spurius,1,Drake’s Beach (Pt Reyes),US-CA,30 Sep 2023,L27322056,S151237780,,1
1166,19244,species,Philadelphia Vireo,Vireo philadelphicus,1,Drake’s Beach (Pt Reyes),US-CA,30 Sep 2023,L27322056,S151237780,,1
1167,17452,species,Tropical Kingbird,Tyrannus melancholicus,1,Drake’s Beach (Pt Reyes),US-CA,30 Sep 2023,L27322056,S151237780,,1
1168,12114,species,Peregrine Falcon,Falco peregrinus,1,Drake’s Beach (Pt Reyes),US-CA,30 Sep 2023,L27322056,S151237780,,1
1169,8324,species,Northern Harrier,Circus hudsonius,,Drake’s Beach (Pt Reyes),US-CA,30 Sep 2023,L27322056,S151127998,,1
1170,6933,species,Common Loon,Gavia immer,,Drake’s Beach (Pt Reyes),US-CA,30 Sep 2023,L27322056,S151127247,,1
1171,6888,species,Western Grebe,Aechmophorus occidentalis,,Drake’s Beach (Pt Reyes),US-CA,30 Sep 2023,L27322056,S151129017,,1
1172,6011,species,Hudsonian Whimbrel,Numenius hudsonicus,,Drake’s Beach (Pt Reyes),US-CA,30 Sep 2023,L27322056,S151126970,,1
1173,728,species,Surf Scoter,Melanitta perspicillata,,Drake’s Beach (Pt Reyes),US-CA,30 Sep 2023,L27322056,S151127086,,1
1174,6147,species,Willet,Tringa semipalmata,,"Oyster Point, CA",US-CA,15 Sep 2023,L25043813,S149954932,,1
1175,34515,species,Northern Cardinal,Cardinalis cardinalis,,Ridgefield House,CA-ON,26 Aug 2023,L26771691,S148157721,,1
1176,11400,species,Downy Woodpecker,Dryobates pubescens,,Ridgefield House,CA-ON,26 Aug 2023,L26771691,S148158547,,1
1177,11410,species,Nuttall's Woodpecker,Dryobates nuttallii,,"Dogpatch, San Francisco",US-CA,23 Jul 2023,L24378036,S145454868,,1
1178,6855,species,Pied-billed Grebe,Podilymbus podiceps,,"Stow Lake, San Francisco",US-CA,23 Jul 2023,L26150995,S145431301,,1
1179,5500,species,American Coot,Fulica americana,,"Stow Lake, San Francisco",US-CA,23 Jul 2023,L26150995,S145434082,,1
1180,13203,species,Red-masked Parakeet,Psittacara erythrogenys,,"Dogpatch, San Francisco",US-CA,19 Jul 2023,L24378036,S145036745,N,1
1181,6154,species,Greater Yellowlegs,Tringa melanoleuca,,"Bair Island, CA",US-CA,12 Jul 2023,L25892762,S144382344,,1
1182,24187,species,Barn Swallow,Hirundo rustica,,"Bair Island, CA",US-CA,12 Jul 2023,L25892762,S144850938,,1
1183,6021,species,Long-billed Curlew,Numenius americanus,,"Bair Island, CA",US-CA,12 Jul 2023,L25892762,S144854699,,1
1184,6718,species,Caspian Tern,Hydroprogne caspia,,"Salt Point State Park, CA",US-CA,09 Jul 2023,L25782300,S144064695,,1
1185,24281,species,Cliff Swallow,Petrochelidon pyrrhonota,,"Timber Cove, CA",US-CA,08 Jul 2023,L25791237,S143976853,,1
1186,7424,species,Double-crested Cormorant,Nannopterum auritum,,Aquatic Cove (San Francisco),US-CA,08 Jul 2023,L25782445,S143943756,,1
1187,33187,species,White-crowned Sparrow,Zonotrichia leucophrys,,"Salt Point State Park, CA",US-CA,08 Jul 2023,L25782300,S143943253,,1
1188,32617,species,American Goldfinch,Spinus tristis,,"Salt Point State Park, CA",US-CA,08 Jul 2023,L25782300,S143943410,,1
1189,25431,species,Wrentit,Chamaea fasciata,,"Salt Point State Park, CA",US-CA,08 Jul 2023,L25782300,S143943535,,1
1190,7391,species,Pelagic Cormorant,Urile pelagicus,,"Salt Point State Park, CA",US-CA,08 Jul 2023,L25782300,S143943867,,1
1191,12028,species,American Kestrel,Falco sparverius,,"Mono Lake, CA",US-CA,04 Jul 2023,L25675547,S143586511,,1
1192,27191,species,Northern House Wren,Troglodytes aedon,,"Convict Lake, CA",US-CA,03 Jul 2023,L25673404,S143495472,,1
1193,11130,species,Red-breasted Sapsucker,Sphyrapicus ruber,,"Convict Lake, CA",US-CA,03 Jul 2023,L25673404,S143495547,,1
1194,505,species,Gadwall,Mareca strepera,,"Lee Vining, CA",US-CA,03 Jul 2023,L25663603,S143511688,,1
1195,34606,species,Lazuli Bunting,Passerina amoena,,"McGee Creek, CA",US-CA,03 Jul 2023,L25663830,S143494701,,1
1196,34346,species,Wilson's Warbler,Cardellina pusilla,,"McGee Creek, CA",US-CA,03 Jul 2023,L25663830,S143495258,,1
1197,34005,species,MacGillivray's Warbler,Geothlypis tolmiei,,"McGee Creek, CA",US-CA,03 Jul 2023,L25663830,S143494750,,1
1198,33736,species,Bullock's Oriole,Icterus bullockii,,"McGee Creek, CA",US-CA,03 Jul 2023,L25663830,S143494834,,1
1199,33385,species,Green-tailed Towhee,Pipilo chlorurus,,"McGee Creek, CA",US-CA,03 Jul 2023,L25663830,S143459680,,1
1200,33099,species,Fox Sparrow,Passerella iliaca,,"McGee Creek, CA",US-CA,03 Jul 2023,L25663830,S143495332,,1
1201,21476,species,Black-billed Magpie,Pica hudsonia,,"McGee Creek, CA",US-CA,03 Jul 2023,L25663830,S143495151,,1
1202,4823,species,Calliope Hummingbird,Selasphorus calliope,,"McGee Creek, CA",US-CA,03 Jul 2023,L25663830,S143494996,,1
1203,7832,species,Osprey,Pandion haliaetus,,"Mono Lake Boardwalk, CA",US-CA,03 Jul 2023,L25675788,S143505649,,1
1204,33277,species,Song Sparrow,Melospiza melodia,,"Owens Gorge, CA",US-CA,02 Jul 2023,L25663736,S143459393,,1
1205,24074,species,Violet-green Swallow,Tachycineta thalassina,,"Owens Gorge, CA",US-CA,02 Jul 2023,L25663736,S143459478,,1
1206,27813,species,European Starling,Sturnus vulgaris,,"Lee Vining, CA",US-CA,01 Jul 2023,L25663603,S143458902,N,1
1207,16912,species,Western Wood-Pewee,Contopus sordidulus,,"Lundy Lake, CA",US-CA,01 Jul 2023,L25663681,S143459194,,1
1208,1094,species,California Quail,Callipepla californica,,Tuttletown Campground,US-CA,01 Jul 2023,L25607550,S143239971,,1
1209,33350,species,California Towhee,Melozone crissalis,,"Edgewood park, CA",US-CA,28 Jun 2023,L24241357,S142997735,,1
1210,8487,species,Red-shouldered Hawk,Buteo lineatus,,"Edgewood park, CA",US-CA,28 Jun 2023,L24241357,S142997973,,1
1211,24064,species,Tree Swallow,Tachycineta bicolor,,"Golden Gate Park, San Francisco",US-CA,25 Jun 2023,L24377766,S142712425,,1
1212,11900,species,Northern Flicker,Colaptes auratus,,Campbell Lake (Marble Mountain Wilderness),US-CA,18 Jun 2023,L25336438,S142130203,,1
1213,8367,species,Bald Eagle,Haliaeetus leucocephalus,,Campbell Lake (Marble Mountain Wilderness),US-CA,17 Jun 2023,L25336438,S142129225,,1
1214,6126,species,Spotted Sandpiper,Actitis macularius,,Campbell Lake (Marble Mountain Wilderness),US-CA,17 Jun 2023,L25336438,S142129568,,1
1215,34559,species,Black-headed Grosbeak,Pheucticus melanocephalus,,Ackerman campground (CA),US-CA,16 Jun 2023,L25336299,S142128760,,1
1216,34439,species,Western Tanager,Piranga ludoviciana,,Ackerman campground (CA),US-CA,16 Jun 2023,L25336299,S142128677,,1
1217,34087,species,Northern Yellow Warbler,Setophaga aestiva,,Ackerman campground (CA),US-CA,16 Jun 2023,L25336299,S142128847,,1
1218,33851,species,Brewer's Blackbird,Euphagus cyanocephalus,,Ackerman campground (CA),US-CA,16 Jun 2023,L25336299,S142128620,,1
1219,6731,species,Forster's Tern,Sterna forsteri,,"Oyster Point, CA",US-CA,12 Jun 2023,L25043813,S141374256,,1
1220,16998,species,Black Phoebe,Sayornis nigricans,,"McClaren Park, South SF",US-CA,10 Jun 2023,L25095871,S141148397,,1
1221,21303,species,California Scrub-Jay,Aphelocoma californica,,"Oyster Point, CA",US-CA,09 Jun 2023,L25043813,S141009409,,1
1222,7753,species,Great Blue Heron,Ardea herodias,,"Oyster Point, CA",US-CA,09 Jun 2023,L25043813,S141008846,,1
1223,7645,species,Snowy Egret,Egretta thula,,"Oyster Point, CA",US-CA,09 Jun 2023,L25043813,S141010890,,1
1224,1853,species,Rock Pigeon,Columba livia,,"Oyster Point, CA",US-CA,09 Jun 2023,L25043813,S141009257,N,1
1225,28136,species,Western Bluebird,Sialia mexicana,,"Edgewood park, CA",US-CA,08 Jun 2023,L24241357,S140942120,,1
1226,11146,species,Acorn Woodpecker,Melanerpes formicivorus,,"Edgewood park, CA",US-CA,08 Jun 2023,L24241357,S140950988,,1
1227,2412,species,Mourning Dove,Zenaida macroura,,"Oyster Point, CA",US-CA,08 Jun 2023,L25043813,S140934537,,1
1228,33568,species,Eastern Meadowlark,Sturnella magna,,"Cobourg, Ontario, Canada",CA-ON,28 May 2023,L24713429,S139589213,,1
1229,33779,species,Red-winged Blackbird,Agelaius phoeniceus,,"Cobourg, Ontario, Canada",CA-ON,27 May 2023,L24713429,S139498244,,1
1230,33386,species,Spotted Towhee,Pipilo maculatus,,"Edgewood park, CA",US-CA,24 May 2023,L24241357,S139159561,,1
1231,21274,species,Steller's Jay,Cyanocitta stelleri,,"Edgewood park, CA",US-CA,24 May 2023,L24241357,S139159608,,1
1232,27026,species,Brown Creeper,Certhia americana,,"Oakland, CA",US-CA,20 May 2023,L24522374,S138618807,,1
1233,26937,species,Red-breasted Nuthatch,Sitta canadensis,,"Oakland, CA",US-CA,20 May 2023,L24522374,S138618922,,1
1234,11427,species,Hairy Woodpecker,Leuconotopicus villosus,,"Oakland, CA",US-CA,20 May 2023,L24522374,S138618974,,1
1235,25253,species,Bushtit,Psaltriparus minimus,,Oyster Point (Bay Area),US-CA,17 May 2023,L24434309,S138205085,,1
1236,32310,species,House Finch,Haemorhous mexicanus,,"Dogpatch, San Francisco",US-CA,14 May 2023,L24378036,S137896288,,1
1237,8278,species,Cooper's Hawk,Astur cooperii,,"Dogpatch, San Francisco",US-CA,14 May 2023,L24378036,S137896350,,1
1238,8506,species,Red-tailed Hawk,Buteo jamaicensis,,"Golden Gate Park, San Francisco",US-CA,13 May 2023,L24377766,S137896430,,1
1239,6591,species,California Gull,Larus californicus,,"Golden Gate Park, San Francisco",US-CA,13 May 2023,L24377766,S137895226,,1
1240,6528,species,Western Gull,Larus occidentalis,,"Golden Gate Park, San Francisco",US-CA,13 May 2023,L24377766,S137895113,,1
1241,545,species,Mallard,Anas platyrhynchos,,"Golden Gate Park, San Francisco",US-CA,13 May 2023,L24377766,S137895636,,1
1242,342,species,Canada Goose,Branta canadensis,,"Golden Gate Park, San Francisco",US-CA,13 May 2023,L24377766,S137894979,,1
1243,7792,species,Brown Pelican,Pelecanus occidentalis,,"Oyster Point, Bay Area",US-CA,13 May 2023,L24377850,S137895419,,1
1244,4814,species,Anna's Hummingbird,Calypte anna,,Oyster Point (Bay Area),US-CA,12 May 2023,L24434309,S138205000,,1
1245,7815,species,Turkey Vulture,Cathartes aura,,280 South,US-CA,11 May 2023,L24378093,S137896544,,1
1246,33124,species,Dark-eyed Junco,Junco hyemalis,,"Edgewood park, CA",US-CA,11 May 2023,L24241357,S137170535,,1
1247,32609,species,Lesser Goldfinch,Spinus psaltria,,"Edgewood park, CA",US-CA,11 May 2023,L24241357,S137170501,,1
1248,28633,species,American Robin,Turdus migratorius,,"Edgewood park, CA",US-CA,11 May 2023,L24241357,S137170641,,1
1249,27123,species,Blue-gray Gnatcatcher,Polioptila caerulea,,"Edgewood park, CA",US-CA,11 May 2023,L24241357,S137170609,,1
1250,22094,species,Chestnut-backed Chickadee,Poecile rufescens,,"Edgewood park, CA",US-CA,11 May 2023,L24241357,S137170510,,1
1251,21557,species,American Crow,Corvus brachyrhynchos,,"Edgewood park, CA",US-CA,11 May 2023,L24241357,S137170667,,1
1252,1274,species,Wild Turkey,Meleagris gallopavo,,"Edgewood park, CA",US-CA,11 May 2023,L24241357,S137170421,N,1
1253,6789,species,Royal Tern,Thalasseus maximus,,Radiation Grenada,GD-03,04 May 2023,L24025432,S136023846,,1
1254,2031,species,Eurasian Collared-Dove,Streptopelia decaocto,,Radiation Grenada,GD-03,04 May 2023,L24025432,S136022391,N,1
1255,8479,species,Broad-winged Hawk,Buteo platypterus,,Belmont Estate (Grenada),GD-06,30 Apr 2023,L23939933,S135572935,,1
1256,35711,species,Lesser Antillean Bullfinch,Loxigilla noctis,,Belmont Estate (Grenada),GD-06,30 Apr 2023,L23939933,S135574238,,1
1257,27208,species,Grenada Wren,Troglodytes grenadensis,,Belmont Estate (Grenada),GD-06,30 Apr 2023,L23939933,S135573639,,1
1258,4399,species,Green-throated Carib,Eulampis holosericeus,,Belmont Estate (Grenada),GD-06,30 Apr 2023,L23939933,S135573868,,1
1259,7629,species,Little Blue Heron,Egretta caerulea,,Carriacou,GD-10,30 Apr 2023,L24025644,S136023779,,1
1260,2393,species,Zenaida Dove,Zenaida aurita,,Boat House (Carriacou),GD-10,29 Apr 2023,L23903094,S135389077,,1
1261,35583,species,Yellow-bellied Seedeater,Sporophila nigricollis,,Lake Levera (Grenada),GD-06,29 Apr 2023,L23920883,S135475875,,1
1262,5468,species,Common Gallinule,Gallinula galeata,,Lake Levera (Grenada),GD-06,29 Apr 2023,L23920883,S135475664,,1
1263,17346,species,Grenada Flycatcher,Myiarchus nugator,,Boat House (Carriacou),GD-10,27 Apr 2023,L23903094,S135576700,,1
1264,2243,species,Common Ground Dove,Columbina passerina,,Road by Paradise Beach,GD-10,27 Apr 2023,L23866224,S135199305,,1
1265,35644,species,Bananaquit,Coereba flaveola,,Blue Horizons Resort,GD-03,26 Apr 2023,L23836020,S135106866,,1
